No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Density ( g/cm3 ), Density (Predictive Value), Density (Residual)
3190, GP02-309971, European Patent    AGC (J), 2012, A2492247, 70.6, 3.1, 12.9, , 13.4, 2450.0, , 
3191, GJ02-310185, J. Non-Crystalline Solids, 2012, v. 358  p. 003418, 92.0, , , , 8.0, 2250.0, , 
3192, GJ02-310186, J. Non-Crystalline Solids, 2012, v. 358  p. 003418, 90.0, , , , 10.0, 2770.0, , 
3193, GJ02-310187, J. Non-Crystalline Solids, 2012, v. 358  p. 003418, 85.0, , , , 15.0, 2320.0, , 
3194, GJ02-310188, J. Non-Crystalline Solids, 2012, v. 358  p. 003418, 80.0, , , , 20.0, 2370.0, , 
3195, GJ02-310189, J. Non-Crystalline Solids, 2012, v. 358  p. 003418, 75.0, , , , 25.0, 2410.0, , 
3196, GJ02-310190, J. Non-Crystalline Solids, 2012, v. 358  p. 003418, 70.0, , , , 30.0, 2450.0, , 
3197, GJ02-310191, J. Non-Crystalline Solids, 2012, v. 358  p. 003418, 60.0, , , , 40.0, 2500.0, , 
3198, GJ02-310484, J. Non-Crystalline Solids, 2013, v. 364  p. 000040, 80.0, , , 5.0, 15.0, 2412.0, , 
3199, GJ02-310485, J. Non-Crystalline Solids, 2013, v. 364  p. 000040, 75.0, , , , 25.0, 2435.0, , 
3200, GJ02-310486, J. Non-Crystalline Solids, 2013, v. 364  p. 000040, 71.4, , , 4.8, 23.8, 2480.0, , 
3201, GJ02-310487, J. Non-Crystalline Solids, 2013, v. 364  p. 000040, 68.2, , , 9.1, 22.7, 2524.0, , 
3202, GJ02-310488, J. Non-Crystalline Solids, 2013, v. 364  p. 000040, 65.27, , , 13.01, 21.72, 2572.0, , 
3203, GJ02-310489, J. Non-Crystalline Solids, 2013, v. 364  p. 000040, 60.0, , , 20.0, 20.0, 2637.0, , 
3204, GJ02-310493, J. Non-Crystalline Solids, 2013, v. 364  p. 000040, 75.0, , , 10.0, 15.0, 2484.0, , 
3205, GP03-310849, Japanese Patent    AGC (J), 2013, A028512, 74.0, 13.0, 5.0, 2.0, 6.0, 2410.0, , 
3206, GP02-311284, US Patent    AGC (J), 2013, A0011650, 73.0, 7.0, 6.0, , 14.0, 2405.0, , 
3207, GP02-311285, US Patent    AGC (J), 2013, A0011650, 75.5, 4.9, 5.9, , 13.7, 2392.0, , 
3208, GP02-311286, US Patent    AGC (J), 2013, A0011650, 73.0, 5.0, 8.0, , 14.0, 2408.0, , 
3209, GP02-311287, US Patent    AGC (J), 2013, A0011650, 73.0, 5.0, 10.0, , 12.0, 2410.0, , 
3210, GP02-311290, US Patent    AGC (J), 2013, A0011650, 72.0, 6.0, 10.0, , 12.0, 2412.0, , 
3211, GP02-311291, US Patent    AGC (J), 2013, A0011650, 72.0, 7.0, 10.0, , 11.0, 2409.0, , 
3212, GP02-311292, US Patent    AGC (J), 2013, A0011650, 72.0, 7.0, 9.0, , 12.0, 2410.0, , 
3213, GP02-311293, US Patent    AGC (J), 2013, A0011650, 72.0, 6.0, 12.0, , 10.0, 2415.0, , 
3214, GJ02-312013, J. Non-Crystalline Solids, 2013, v. 369  p. 000061, 60.01, 16.01, 8.09, 0.09, 15.8, 2487.0, , 
3215, GJ02-312014, J. Non-Crystalline Solids, 2013, v. 369  p. 000061, 60.03, 16.0, 7.34, 0.78, 15.85, 2490.0, , 
3216, GJ02-312015, J. Non-Crystalline Solids, 2013, v. 369  p. 000061, 60.21, 15.98, 6.4, 1.57, 15.84, 2493.0, , 
3217, GJ02-312016, J. Non-Crystalline Solids, 2013, v. 369  p. 000061, 60.01, 16.01, 5.77, 2.4, 15.81, 2495.0, , 
3218, GJ02-312017, J. Non-Crystalline Solids, 2013, v. 369  p. 000061, 59.83, 16.02, 5.15, 3.23, 15.77, 2500.0, , 
3219, GJ02-312018, J. Non-Crystalline Solids, 2013, v. 369  p. 000061, 59.9, 16.04, 3.42, 4.91, 15.73, 2570.0, , 
3220, GJ02-312019, J. Non-Crystalline Solids, 2013, v. 369  p. 000061, 59.94, 16.0, 1.65, 6.53, 15.88, 2516.0, , 
3221, GJ02-312020, J. Non-Crystalline Solids, 2013, v. 369  p. 000061, 59.92, 16.04, 0.13, 8.09, 15.82, 2522.0, , 
3222, GP02-313014, US Patent    AGC (J), 2013, A8518545, 73.0, 7.0, 6.0, , 14.0, 2405.0, , 
3223, GP02-313015, US Patent    AGC (J), 2013, A8518545, 75.5, 4.9, 5.9, , 13.7, 2392.0, , 
3224, GP02-313016, US Patent    AGC (J), 2013, A8518545, 73.0, 5.0, 8.0, , 14.0, 2408.0, , 
3225, GP02-313017, US Patent    AGC (J), 2013, A8518545, 73.0, 5.0, 10.0, , 12.0, 2410.0, , 
3226, GP02-313020, US Patent    AGC (J), 2013, A8518545, 72.0, 6.0, 10.0, , 12.0, 2412.0, , 
3227, GP02-313021, US Patent    AGC (J), 2013, A8518545, 72.0, 7.0, 10.0, , 11.0, 2409.0, , 
3228, GP02-313022, US Patent    AGC (J), 2013, A8518545, 72.0, 7.0, 9.0, , 12.0, 2410.0, , 
3229, GP02-313023, US Patent    AGC (J), 2013, A8518545, 72.0, 6.0, 12.0, , 10.0, 2415.0, , 
3230, GP03-313178, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 66.47, 9.04, 9.15, 15.34, , 2554.0, , 
3231, GP03-313510, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 72.23, 7.17, 18.32, 1.5, 0.78, 2444.0, , 
3232, GJ02-313795, J. Non-Crystalline Solids, 2013, v. 378  p. 000168, 83.0, , , , 17.0, 2390.0, , 
3233, GJ02-314150, J. Non-Crystalline Solids, 2013, v. 382  p. 000032, 55.0, , , , 45.0, 2502.0, , 
3234, GJ02-314151, J. Non-Crystalline Solids, 2013, v. 382  p. 000032, 60.0, , , , 40.0, 2536.0, , 
3235, GJ02-314152, J. Non-Crystalline Solids, 2013, v. 382  p. 000032, 65.0, , , , 35.0, 2559.0, , 
3236, GJ02-314154, J. Non-Crystalline Solids, 2013, v. 382  p. 000032, 70.0, , , , 30.0, 2484.0, , 
3237, GJ02-314155, J. Non-Crystalline Solids, 2013, v. 382  p. 000032, 75.0, , , , 25.0, 2438.0, , 
3238, GJ02-314156, J. Non-Crystalline Solids, 2013, v. 382  p. 000032, 80.0, , , , 20.0, 2388.0, , 
3239, GP02-314408, Japanese Patent    AGC (J), 2014, A024717, 60.0, 10.0, 5.0, 5.0, 20.0, 2518.0, , 
3240, GP02-314411, Japanese Patent    AGC (J), 2014, A024717, 60.0, 10.0, 10.0, , 20.0, 2487.0, , 
3241, GP02-314412, Japanese Patent    AGC (J), 2014, A024717, 60.0, 10.0, , 10.0, 20.0, 2548.0, , 
3242, GP03-314931, US Patent    Schott AG (DE), 2014, A8629072, 67.52, 8.74, 9.91, 9.86, 3.97, 2511.6, , 
3243, GP03-314932, US Patent    Schott AG (DE), 2014, A8629072, 72.55, 9.91, 5.02, 5.18, 7.34, 2434.4, , 
3244, GP06-314935, US Patent    Schott AG (DE), 2014, A8629072, 67.52, 8.74, 9.91, 9.86, 3.97, 2512.8, , 
3245, GP03-315431, US Patent    Schott AG (DE), 2014, A0005027, 70.86, 10.29, 12.25, 6.6, , 2480.1, , 
3246, GP03-315432, US Patent    Schott AG (DE), 2014, A0005027, 74.15, 10.46, 7.78, 5.59, 2.02, 2427.5, , 
3247, GP02-316351, US Patent    AGC (J), 2014, A8791036, 70.5, 3.2, 12.9, , 13.4, 2430.0, , 
3248, GP02-316352, US Patent    AGC (J), 2014, A8791036, 69.0, 5.3, 12.6, , 13.1, 2440.0, , 
3249, GP02-316355, US Patent    AGC (J), 2014, A8791036, 69.6, 5.2, 12.2, , 13.0, 2410.0, , 
3250, GP02-316356, US Patent    AGC (J), 2014, A8791036, 70.0, 5.2, 11.8, , 13.0, 2400.0, , 
3251, GP02-316357, US Patent    AGC (J), 2014, A8791036, 70.5, 3.2, 12.9, , 13.4, 2430.0, , 
3252, GP02-316358, US Patent    AGC (J), 2014, A8791036, 69.0, 5.3, 12.6, , 13.1, 2440.0, , 
3253, GP02-316681, US Patent    AGC (J), 2014, A8921245, 75.31, 6.08, 4.61, , 14.0, 2400.0, , 
3254, GP02-316687, US Patent    AGC (J), 2014, A8921245, 73.68, 11.5, 0.32, , 14.5, 2400.0, , 
3255, GP02-316780, US Patent    AGC (J), 2014, A0226090, 64.0, 12.0, 8.0, , 16.0, 2460.0, , 
3256, GP02-316781, US Patent    AGC (J), 2014, A0226090, 62.0, 14.0, 8.0, , 16.0, 2470.0, , 
3257, GP02-316782, US Patent    AGC (J), 2014, A0226090, 64.0, 14.0, 8.0, , 14.0, 2460.0, , 
3258, GP02-316783, US Patent    AGC (J), 2014, A0226090, 62.0, 12.0, 10.0, , 16.0, 2470.0, , 
3259, GP02-316784, US Patent    AGC (J), 2014, A0226090, 60.0, 14.0, 10.0, , 16.0, 2480.0, , 
3260, GP02-316785, US Patent    AGC (J), 2014, A0226090, 62.0, 14.0, 10.0, , 14.0, 2470.0, , 
3261, GP02-316786, US Patent    AGC (J), 2014, A0226090, 60.0, 12.0, 12.0, , 16.0, 2490.0, , 
3262, GP02-316787, US Patent    AGC (J), 2014, A0226090, 58.0, 14.0, 12.0, , 16.0, 2490.0, , 
3263, GP02-316788, US Patent    AGC (J), 2014, A0226090, 60.0, 14.0, 12.0, , 14.0, 2490.0, , 
3264, GP02-316789, US Patent    AGC (J), 2014, A0226090, 60.0, 12.0, 8.0, , 20.0, 2480.0, , 
3265, GP02-316940, European Patent    AGC (J), 2014, A2774895, 73.0, 7.0, 6.0, , 14.0, 2410.0, , 
3266, GP02-316941, European Patent    AGC (J), 2014, A2774895, 67.0, 12.0, 8.0, , 13.0, 2430.0, , 
3267, GP02-316943, European Patent    AGC (J), 2014, A2774895, 64.0, 14.0, 9.0, , 13.0, 2460.0, , 
3268, GP02-316945, European Patent    AGC (J), 2014, A2774895, 71.5, 7.5, 7.5, , 13.5, 2410.0, , 
3269, GP02-316946, European Patent    AGC (J), 2014, A2774895, 69.5, 9.5, 7.5, , 13.5, 2430.0, , 
3270, GP02-316947, European Patent    AGC (J), 2014, A2774895, 69.5, 7.5, 9.5, , 13.5, 2430.0, , 
3271, GP02-316948, European Patent    AGC (J), 2014, A2774895, 67.5, 9.5, 9.5, , 13.5, 2440.0, , 
3272, GP02-316949, European Patent    AGC (J), 2014, A2774895, 69.5, 6.5, 10.5, , 13.5, 2430.0, , 
3273, GP03-320882, European Patent    3B (BE), 2011, A2354104, 46.87, 11.54, 24.63, 16.96, , 2780.0, , 
3274, GP03-320883, European Patent    3B (BE), 2011, A2354104, 51.09, 13.78, 18.2, 16.93, , 2720.0, , 
3275, GP03-320884, European Patent    3B (BE), 2011, A2354104, 47.31, 10.02, 26.94, 15.73, , 2780.0, , 
3276, GP03-320885, European Patent    3B (BE), 2011, A2354104, 53.76, 10.16, 23.63, 12.45, , 2700.0, , 
3277, GP03-320886, European Patent    3B (BE), 2011, A2354104, 54.86, 10.56, 20.93, 13.65, , 2690.0, , 
3278, GP03-320887, European Patent    3B (BE), 2011, A2354104, 55.62, 10.5, 25.54, 8.34, , 2670.0, , 
3279, GP03-320888, European Patent    3B (BE), 2011, A2354104, 56.37, 8.4, 24.73, 10.5, , 2670.0, , 
3280, GP03-320889, European Patent    3B (BE), 2011, A2354104, 57.13, 9.89, 23.25, 9.73, , 2640.0, , 
3281, GP03-320890, European Patent    3B (BE), 2011, A2354104, 56.32, 8.67, 26.4, 8.61, , 2670.0, , 
3282, GP03-320891, European Patent    3B (BE), 2011, A2354104, 58.15, 9.72, 22.82, 9.31, , 2640.0, , 
3283, GP03-320892, European Patent    3B (BE), 2011, A2354104, 58.69, 8.97, 25.44, 6.9, , 2620.0, , 
3284, GP03-320893, European Patent    3B (BE), 2011, A2354104, 62.04, 10.13, 18.13, 9.7, , 2580.0, , 
3285, GP03-330410, Japanese Patent    Others, 2010, AW025735, 70.52, , 14.43, 10.98, 4.07, 2501.0, , 
3286, GP03-330489, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075262, 72.34, 13.59, 14.07, , , 2481.0, , 
3287, GP03-330490, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075262, 69.53, 13.45, 17.02, , , 2481.0, , 
3288, GP03-330496, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075262, 73.07, 12.92, 14.01, , , 2443.0, , 
3289, GP03-330500, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075262, 71.73, 11.47, 16.8, , , 2453.0, , 
3290, GP03-330509, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075267, 72.34, 13.59, 14.07, , , 2452.0, , 
3291, GP03-330510, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075267, 69.53, 13.45, 17.02, , , 2481.0, , 
3292, GP03-330516, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075267, 73.07, 12.92, 14.01, , , 2443.0, , 
3293, GP03-330520, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075267, 71.73, 11.47, 16.8, , , 2453.0, , 
3294, GP02-331250, Japanese Patent    AGC (J), 2011, AW145661, 73.0, 7.0, 6.0, , 14.0, 2405.0, , 
3295, GP02-331251, Japanese Patent    AGC (J), 2011, AW145661, 73.0, 5.0, 10.0, , 12.0, 2410.0, , 
3296, GP02-331252, Japanese Patent    AGC (J), 2011, AW145661, 72.0, 6.0, 10.0, , 12.0, 2412.0, , 
3297, GP02-331253, Japanese Patent    AGC (J), 2011, AW145661, 72.0, 7.0, 10.0, , 11.0, 2409.0, , 
3298, GP03-331254, Japanese Patent    AGC (J), 2011, AW145661, 72.0, 6.0, 12.0, , 10.0, 2415.0, , 
3299, GP02-331255, Japanese Patent    AGC (J), 2011, AW145661, 71.7, 7.1, 8.1, , 13.1, 2410.0, , 
3300, GP02-331256, Japanese Patent    AGC (J), 2011, AW145661, 70.0, 9.0, 7.0, , 14.0, 2420.0, , 
3301, GP02-331257, Japanese Patent    AGC (J), 2011, AW145661, 72.4, 7.5, 6.0, , 14.1, 2408.0, , 
3302, GP02-331258, Japanese Patent    AGC (J), 2011, AW145661, 72.0, 7.0, 7.0, , 14.0, 2410.0, , 
3303, GP02-331259, Japanese Patent    AGC (J), 2011, AW145661, 73.6, 7.0, 6.0, , 13.4, 2399.0, , 
3304, GP02-331260, Japanese Patent    AGC (J), 2011, AW145661, 72.3, 5.9, 7.9, , 13.9, 2410.0, , 
3305, GP02-331261, Japanese Patent    AGC (J), 2011, AW145661, 72.6, 7.0, 7.0, , 13.4, 2406.0, , 
3306, GP02-331262, Japanese Patent    AGC (J), 2011, AW145661, 71.7, 8.1, 6.1, , 14.1, 2410.0, , 
3307, GP02-331263, Japanese Patent    AGC (J), 2011, AW145661, 74.3, 6.9, 5.9, , 12.9, 2390.0, , 
3308, GP02-331264, Japanese Patent    AGC (J), 2011, AW145661, 72.3, 6.9, 7.9, , 12.9, 2410.0, , 
3309, GP02-331265, Japanese Patent    AGC (J), 2011, AW145661, 72.0, 7.5, 7.0, , 13.5, 2410.0, , 
3310, GP02-331266, Japanese Patent    AGC (J), 2011, AW145661, 73.6, 8.0, 5.0, , 13.4, 2390.0, , 
3311, GP02-331267, Japanese Patent    AGC (J), 2011, AW145661, 72.2, 6.8, 7.5, , 13.5, 2410.0, , 
3312, GP02-331268, Japanese Patent    AGC (J), 2011, AW145661, 72.0, 6.8, 8.0, , 13.2, 2410.0, , 
3313, GP02-331269, Japanese Patent    AGC (J), 2011, AW145661, 73.0, 6.0, 8.5, , 12.5, 2400.0, , 
3314, GP02-331270, Japanese Patent    AGC (J), 2011, AW145661, 72.5, 6.2, 8.5, , 12.8, 2410.0, , 
3315, GP02-331271, Japanese Patent    AGC (J), 2011, AW145661, 72.7, 6.3, 8.5, , 12.5, 2400.0, , 
3316, GP02-331272, Japanese Patent    AGC (J), 2011, AW145661, 72.96, 8.25, 4.6, , 14.19, 2400.0, , 
3317, GP02-331480, Japanese Patent    AGC (J), 2012, AW026290, 73.0, 7.0, 6.0, , 14.0, 2410.0, , 
3318, GP02-331481, Japanese Patent    AGC (J), 2012, AW026290, 72.0, 6.0, 10.0, , 12.0, 2410.0, , 
3319, GP02-331482, Japanese Patent    AGC (J), 2012, AW026290, 72.0, 7.0, 10.0, , 11.0, 2410.0, , 
3320, GP02-331485, Japanese Patent    AGC (J), 2012, AW026290, 72.5, 6.2, 8.5, , 12.8, 2410.0, , 
3321, GP02-331487, Japanese Patent    AGC (J), 2012, AW026290, 75.0, 4.9, 5.88, , 14.22, 2400.0, , 
3322, GP02-340290, US Patent    AGC (J), 2012, A0199203, 70.6, 3.1, 12.9, , 13.4, 2450.0, , 
3323, GP03-340372, Japanese Patent    AGC (J), 2010, AW125981, 68.04, 1.13, 16.43, , 14.4, 2490.0, , 
3324, GP02-340564, US Patent    AGC (J), 2011, A0003483, 70.55, 5.08, 11.35, , 13.02, 2440.0, , 
3325, GP02-340565, US Patent    AGC (J), 2011, A0003483, 69.94, 4.98, 10.05, , 15.03, 2450.0, , 
3326, GP02-340572, US Patent    AGC (J), 2011, A0003483, 65.17, 11.66, 7.41, 3.97, 11.79, 2470.0, , 
3327, GP03-340573, US Patent    AGC (J), 2011, A0003483, 63.84, 11.61, 8.48, 4.63, 11.44, 2490.0, , 
3328, GP03-340574, US Patent    AGC (J), 2011, A0003483, 62.27, 11.62, 9.85, 5.28, 10.98, 2510.0, , 
3329, GP03-340575, US Patent    AGC (J), 2011, A0003483, 66.66, 11.65, 8.61, 4.62, 8.46, 2470.0, , 
3330, GP02-341178, US Patent    Corning Inc. (US), 2014, AW120641, 65.45, 14.47, 5.12, , 14.96, 2446.0, , 
3331, GP02-341820, European Patent    AGC (J), 2013, A2578550, 75.31, 6.08, 4.61, , 14.0, 2400.0, , 
3332, GP02-341826, European Patent    AGC (J), 2013, A2578550, 73.68, 11.5, 0.32, , 14.5, 2400.0, , 
3333, GP02-342247, Japanese Patent    AGC (J), 2016, A193831, 73.0, 7.0, 6.0, , 14.0, 2410.0, , 
3334, GP02-342248, Japanese Patent    AGC (J), 2016, A193831, 67.0, 12.0, 8.0, , 13.0, 2430.0, , 
3335, GP06-342250, Japanese Patent    AGC (J), 2016, A193831, 64.0, 14.0, 9.0, , 13.0, 2460.0, , 
3336, GP02-342252, Japanese Patent    AGC (J), 2016, A193831, 71.5, 7.5, 7.5, , 13.5, 2410.0, , 
3337, GP02-342253, Japanese Patent    AGC (J), 2016, A193831, 69.5, 9.5, 7.5, , 13.5, 2430.0, , 
3338, GP02-342254, Japanese Patent    AGC (J), 2016, A193831, 69.5, 7.5, 9.5, , 13.5, 2430.0, , 
3339, GP02-342255, Japanese Patent    AGC (J), 2016, A193831, 67.5, 9.5, 9.5, , 13.5, 2440.0, , 
3340, GP02-342256, Japanese Patent    AGC (J), 2016, A193831, 69.5, 6.5, 10.5, , 13.5, 2430.0, , 
3341, GP02-342257, Japanese Patent    AGC (J), 2016, A193831, 74.5, 4.5, 8.5, , 12.5, 2400.0, , 
3342, GP02-342258, Japanese Patent    AGC (J), 2016, A193831, 74.5, 6.5, 5.5, , 13.5, 2400.0, , 
3343, GP02-342259, Japanese Patent    AGC (J), 2016, A193831, 77.5, 5.5, 4.5, , 12.5, 2370.0, , 
3344, GP02-342641, Japanese Patent    Corning Inc. (US), 2015, AW077135, 72.0, 9.6, 3.0, , 15.4, 2414.0, , 
3345, GP02-342642, Japanese Patent    Corning Inc. (US), 2015, AW077135, 73.5, 9.6, 3.0, , 13.9, 2394.0, , 
3346, GP02-342663, Japanese Patent    Others, 2015, AW027896, 68.5, 7.2, 10.2, , 14.1, 2448.0, , 
3347, GP02-342664, Japanese Patent    Others, 2015, AW027896, 70.5, 5.2, 10.2, , 14.1, 2435.0, , 
3348, GP03-343333, US Patent    Others, 2019, A0062200, 71.46, 1.17, 2.96, 13.83, 10.58, 2510.0, , 
3349, GP03-351303, Japanese Patent    Others, 2013, A527106, 40.0, 10.0, , 50.0, , 2900.0, , 
3350, GP02-351412, Japanese Patent    AGC (J), 2011, AW049100, 70.5, 3.2, 12.9, , 13.4, 2430.0, , 
3351, GP02-351414, Japanese Patent    AGC (J), 2011, AW049100, 70.5, 3.2, 12.9, , 13.4, 2430.0, , 
3352, GP02-351423, Japanese Patent    AGC (J), 2011, AW049146, 70.6, 3.1, 12.9, , 13.4, 2450.0, , 
3353, GP03-351437, US Patent    OCV Intellectual Capital (US), 2013, A8341978, 66.47, 9.04, 9.15, 15.34, , 2554.0, , 
3354, GP02-351757, US Patent    AGC (J), 2012, A0208309, 70.5, 3.2, 12.9, , 13.4, 2430.0, , 
3355, GP02-351759, US Patent    AGC (J), 2012, A0208309, 69.0, 5.3, 12.6, , 13.1, 2440.0, , 
3356, GP02-351766, US Patent    AGC (J), 2012, A0208309, 70.3, 3.1, 12.8, 0.5, 13.3, 2430.0, , 
3357, GP03-351912, European Patent    Schott Glas (Jena) (DE), 2013, A2649019, 70.86, 10.29, 12.25, 6.6, , 2480.1, , 
3358, GP03-351913, European Patent    Schott Glas (Jena) (DE), 2013, A2649019, 74.15, 10.46, 7.78, 5.59, 2.02, 2427.5, , 
3359, GP03-352232, US Patent    Others, 2013, A0217822, 68.27, 15.32, , 16.41, , 2575.0, , 
3360, GP03-352233, US Patent    Others, 2013, A0217822, 60.13, 2.75, 16.05, 20.42, 0.65, 2537.0, , 
3361, GP03-352234, US Patent    Others, 2013, A0217822, 60.14, 3.41, 15.63, 20.17, 0.65, 2546.0, , 
3362, GP03-352235, US Patent    Others, 2013, A0217822, 58.29, 4.5, 17.1, 19.46, 0.65, 2583.0, , 
3363, GP03-352237, US Patent    Others, 2013, A0217822, 60.48, 4.6, 14.05, 19.93, 0.94, 2556.0, , 
3364, GP02-352354, US Patent    AGC (J), 2013, A0267402, 75.31, 6.08, 4.61, , 14.0, 2400.0, , 
3365, GJ02-352609, Physics and Chemistry of  Glasses, 2013, v. 054  p. 0042, 74.0, , , 10.0, 16.0, 2490.0, , 
3366, GJ02-353054, J. Non-Crystalline Solids, 2014, v. 387  p. 0071, 59.72, 9.8, , , 30.47, 2503.0, , 
3367, GP03-353460, Japanese Patent    Owens Corning  (US), 2013, A500939, 60.48, 9.51, 15.04, 13.99, 0.98, 2624.0, , 
3368, GP02-353679, US Patent    AGC (J), 2013, A0302617, 73.0, 7.0, 6.0, , 14.0, 2405.0, , 
3369, GP02-353680, US Patent    AGC (J), 2013, A0302617, 72.0, 6.0, 10.0, , 12.0, 2412.0, , 
3370, GP02-353682, US Patent    AGC (J), 2013, A0302617, 65.0, 15.0, 5.0, , 15.0, 2440.0, , 
3371, GP02-353683, US Patent    AGC (J), 2013, A0302617, 84.0, 3.0, 1.0, , 12.0, 2330.0, , 
3372, GP02-353684, US Patent    AGC (J), 2013, A0302617, 74.0, 7.0, 5.0, , 14.0, 2390.0, , 
3373, GP02-353685, US Patent    AGC (J), 2013, A0302617, 72.3, 5.9, 7.9, , 13.9, 2410.0, , 
3374, GP02-353686, US Patent    AGC (J), 2013, A0302617, 72.6, 7.0, 7.0, , 13.4, 2406.0, , 
3375, GP02-353687, US Patent    AGC (J), 2013, A0302617, 72.5, 6.2, 8.5, , 12.8, 2410.0, , 
3376, GP02-353688, US Patent    AGC (J), 2013, A0302617, 72.96, 8.25, 4.6, , 14.19, 2400.0, , 
3377, GJ02-355084, J. Non-Crystalline Solids, 2014, v. 404  p. 0124, 74.0, , , 10.0, 16.0, 2480.0, , 
3378, GJ02-355441, J. Materials Science, 2013, v. 048  p. 4416, 66.66, , 16.67, , 16.67, 2690.0, , 
3379, GJ02-355442, J. Materials Science, 2013, v. 048  p. 4416, 66.66, 16.67, , , 16.67, 2450.0, , 
3380, GP02-356919, US Patent    AGC (J), 2014, A0235425, 73.0, 7.0, 6.0, , 14.0, 2410.0, , 
3381, GP02-356922, US Patent    AGC (J), 2014, A0235425, 69.5, 9.5, 7.5, , 13.5, 2430.0, , 
3382, GP02-356923, US Patent    AGC (J), 2014, A0235425, 69.5, 7.5, 9.5, , 13.5, 2430.0, , 
3383, GP02-356924, US Patent    AGC (J), 2014, A0235425, 69.5, 6.5, 10.5, , 13.5, 2430.0, , 
3384, GP02-356925, US Patent    AGC (J), 2014, A0235425, 74.5, 6.5, 5.5, , 13.5, 2400.0, , 
3385, GP02-357709, US Patent    AGC (J), 2012, A8168313, 66.0, 10.0, 10.0, , 14.0, 2450.0, , 
3386, GJ03-358239, J. Mater. Sci.: Materials in Electronics, 2013, v. 024  p. 1028, 50.0, , 15.0, 15.0, 20.0, 2654.2, , 
3387, GJ03-358240, J. Mater. Sci.: Materials in Electronics, 2013, v. 024  p. 1028, 50.0, , 15.0, 15.0, 20.0, 2738.0, , 
3388, GJ30-358534, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 10.0, 29.0, , 61.0, , 2920.0, , 
3389, GJ30-358535, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 10.0, 37.0, , 53.0, , 2900.0, , 
3390, GJ30-358536, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 10.0, 45.0, , 45.0, , 2870.0, , 
3391, GJ30-358537, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 10.0, 50.0, , 40.0, , 2780.0, , 
3392, GJ30-358538, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 10.0, 55.0, , 35.0, , 2980.0, , 
3393, GJ03-358539, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 19.0, 26.0, , 55.0, , 2920.0, , 
3394, GJ03-358540, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 19.06, 33.3, , 47.64, , 2880.0, , 
3395, GJ03-358541, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 22.0, 39.0, , 39.0, , 2850.0, , 
3396, GJ03-358542, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 33.0, 16.7, , 50.3, , 2900.0, , 
3397, GJ03-358543, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 33.0, 21.4, , 45.6, , 2870.0, , 
3398, GJ03-358544, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 33.0, 25.1, , 41.9, , 2840.0, , 
3399, GJ03-358545, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 33.0, 27.6, , 39.4, , 2820.0, , 
3400, GJ03-358546, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 33.0, 29.8, , 37.2, , 2810.0, , 
3401, GJ03-358547, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 33.0, 31.7, , 35.3, , 2800.0, , 
3402, GJ03-358548, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 33.0, 33.5, , 33.5, , 2790.0, , 
3403, GJ03-358549, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 33.0, 38.0, , 29.0, , 2760.0, , 
3404, GJ03-358550, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 33.0, 43.0, , 24.0, , 2830.0, , 
3405, GJ03-358551, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 40.0, 6.0, , 54.0, , 2930.0, , 
3406, GJ03-358552, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 40.0, 10.0, , 50.0, , 2900.0, , 
3407, GJ03-358553, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 40.0, 15.0, , 45.0, , 2850.0, , 
3408, GJ03-358554, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 40.0, 20.0, , 40.0, , 2820.0, , 
3409, GJ03-358555, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 39.92, 22.16, , 37.92, , 2800.0, , 
