No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Density ( g/cm3 ), Density (Predictive Value), Density (Residual)
2548, GJ03-184873, J. Non-Crystalline Solids, 1999, v. 249  p. 0160, 50.0, , , 50.0, , 2900.0, , 
2549, GJ03-184874, J. Non-Crystalline Solids, 1999, v. 249  p. 0160, 47.1, , , 52.9, , 2920.0, , 
2550, GJ03-184875, J. Non-Crystalline Solids, 1999, v. 249  p. 0160, 42.5, , , 57.5, , 2950.0, , 
2551, GJ02-184979, J. Non-Crystalline Solids, 1999, v. 249  p. 0194, 60.0, , , 40.0, , 2770.0, , 
2552, GJ03-184980, J. Non-Crystalline Solids, 1999, v. 249  p. 0194, 55.0, , , 45.0, , 2830.0, , 
2553, GJ03-184981, J. Non-Crystalline Solids, 1999, v. 249  p. 0194, 50.0, , , 50.0, , 2900.0, , 
2554, GJ03-184982, J. Non-Crystalline Solids, 1999, v. 249  p. 0194, 45.0, , , 55.0, , 2940.0, , 
2555, GJ03-184983, J. Non-Crystalline Solids, 1999, v. 249  p. 0194, 42.0, , , 58.0, , 2970.0, , 
2556, GJ02-185125, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, 2.0, 5.0, , 15.0, 2390.0, , 
2557, GJ02-185127, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, 2.0, 4.0, 1.0, 15.0, 2400.0, , 
2558, GJ02-185131, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 77.23, 1.98, 2.97, 2.97, 14.85, 2410.0, , 
2559, GJ02-185132, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 80.0, , , 5.0, 15.0, 2410.0, , 
2560, GJ02-185136, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 75.0, , , , 25.0, 2290.0, , 
2561, GJ02-185137, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 80.0, , , 10.0, 10.0, 2430.0, , 
2562, GJ02-185138, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 75.0, , , 5.0, 20.0, 2460.0, , 
2563, GJ02-185139, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 73.0, 6.0, , 5.0, 16.0, 2460.0, , 
2564, GJ02-185141, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 64.0, 13.0, , 6.0, 17.0, 2490.0, , 
2565, GJ02-185142, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, 2.0, , 5.0, 15.0, 2420.0, , 
2566, GJ02-185144, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 75.0, , , 10.0, 15.0, 2480.0, , 
2567, GJ06-185145, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 55.0, 21.0, , 6.0, 18.0, 2530.0, , 
2568, GJ02-185146, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 75.0, , , 15.0, 10.0, 2500.0, , 
2569, GJ02-185147, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 70.0, , , 10.0, 20.0, 2520.0, , 
2570, GJ30-185941, J. Applied Physics, 1999, v. 085  p. 8112, 7.92, 27.68, 6.92, 57.48, , 2930.0, , 
2571, GJ02-186554, Physics and Chemistry of  Glasses, 1999, v. 040  p. 0339, 71.43, , , , 28.57, 2460.0, , 
2572, GJ02-186555, Physics and Chemistry of  Glasses, 1999, v. 040  p. 0339, 55.56, , , , 44.44, 2540.0, , 
2573, GJ02-186556, Physics and Chemistry of  Glasses, 1999, v. 040  p. 0339, 50.0, , , , 50.0, 2560.0, , 
2574, GJ02-186557, Physics and Chemistry of  Glasses, 1999, v. 040  p. 0339, 45.46, , , , 54.55, 2560.0, , 
2575, GJ02-186558, Physics and Chemistry of  Glasses, 1999, v. 040  p. 0339, 41.67, , , , 58.33, 2525.0, , 
2576, GJ02-186559, Physics and Chemistry of  Glasses, 1999, v. 040  p. 0339, 38.46, , , , 61.54, 2490.0, , 
2577, GJ02-186560, Physics and Chemistry of  Glasses, 1999, v. 040  p. 0339, 35.71, , , , 64.29, 2530.0, , 
2578, GJ02-186561, Physics and Chemistry of  Glasses, 1999, v. 040  p. 0339, 33.33, , , , 66.67, 2490.0, , 
2579, GJ02-186562, Physics and Chemistry of  Glasses, 1999, v. 040  p. 0339, 31.25, , , , 68.75, 2490.0, , 
2580, GJ02-186651, Glass Physics & Chemistry, 1999, v. 025  p. 0075, 66.7, , , , 33.3, 2440.0, , 
2581, GJ02-186858, Glass Physics & Chemistry, 1999, v. 025  p. 0529, 80.4, , , , 19.6, 2380.0, , 
2582, GJ02-186859, Glass Physics & Chemistry, 1999, v. 025  p. 0529, 69.9, , , , 30.1, 2470.0, , 
2583, GJ02-186860, Glass Physics & Chemistry, 1999, v. 025  p. 0529, 67.1, , , , 32.9, 2480.0, , 
2584, GJ02-186861, Glass Physics & Chemistry, 1999, v. 025  p. 0529, 63.8, , , , 36.2, 2510.0, , 
2585, GJ02-186956, Glass Science and Technology, 1999, v. 072  p. 0315, 74.0, , , , 26.0, 2439.0, , 
2586, GJ02-186957, Glass Science and Technology, 1999, v. 072  p. 0315, 74.0, , , 4.0, 22.0, 2466.0, , 
2587, GJ02-186958, Glass Science and Technology, 1999, v. 072  p. 0315, 74.0, , , 7.0, 19.0, 2482.0, , 
2588, GJ02-186959, Glass Science and Technology, 1999, v. 072  p. 0315, 74.0, , , 10.0, 16.0, 2482.0, , 
2589, GJ02-186960, Glass Science and Technology, 1999, v. 072  p. 0315, 74.0, , , 13.0, 13.0, 2505.0, , 
2590, GJ02-186961, Glass Science and Technology, 1999, v. 072  p. 0315, 74.0, , , 16.0, 10.0, 2517.0, , 
2591, GJ06-187123, J. American Ceramic Soc., 1999, v. 082  p. 3501, 97.0, 3.0, , , , 2240.0, , 
2592, GJ06-187124, J. American Ceramic Soc., 1999, v. 082  p. 3501, 92.0, 8.0, , , , 2300.0, , 
2593, GJ02-187128, J. American Ceramic Soc., 1999, v. 082  p. 3501, 60.0, , , , 40.0, 2520.0, , 
2594, GJ02-187129, J. American Ceramic Soc., 1999, v. 082  p. 3501, 80.0, , , , 20.0, 2380.0, , 
2595, GJ03-187134, J. American Ceramic Soc., 1999, v. 082  p. 3501, 60.0, , , 40.0, , 2770.0, , 
2596, GJ03-187138, J. American Ceramic Soc., 1999, v. 082  p. 3501, 60.0, 10.0, 30.0, , , 2610.0, , 
2597, GJ03-187139, J. American Ceramic Soc., 1999, v. 082  p. 3501, 50.0, 20.0, 30.0, , , 2700.0, , 
2598, GJ03-187140, J. American Ceramic Soc., 1999, v. 082  p. 3501, 30.0, 30.0, , 40.0, , 2840.0, , 
2599, GJ03-187141, J. American Ceramic Soc., 1999, v. 082  p. 3501, 10.0, 30.0, , 60.0, , 2930.0, , 
2600, GJ02-187145, J. American Ceramic Soc., 1999, v. 082  p. 3501, 60.0, 20.0, , , 20.0, 2440.0, , 
2601, GJ02-187146, J. American Ceramic Soc., 1999, v. 082  p. 3501, 70.0, 10.0, , , 20.0, 2430.0, , 
2602, GP03-188080, Japanese Patent    Hoya Corp. (J), 1999, A116267, 49.0, 21.0, 25.0, 5.0, , 2720.0, , 
2603, GP03-188688, Japanese Patent    AGC (J), 1999, A240733, 67.46, , 14.08, 14.98, 3.48, 2570.0, , 
2604, GP03-188710, Japanese Patent    AGC (J), 1999, A240735, 70.43, 0.34, 13.3, 14.55, 1.38, 2530.0, , 
2605, GP02-188712, Japanese Patent    AGC (J), 1999, A240735, 85.07, 0.53, 1.2, 0.75, 12.45, 2370.0, , 
2606, GP02-189059, Japanese Patent    AGC (J), 1999, A314933, 70.39, 5.94, 5.16, 11.79, 6.72, 2490.0, , 
2607, GP03-189941, US Patent    Hoya Corp. (J), 1999, A5981015, 49.0, 21.0, 25.0, 5.0, , 2720.0, , 
2608, GP03-190384, European Patent    AGC (J), 1999, A0939060, 70.39, 5.94, 5.16, 11.79, 6.72, 2490.0, , 
2609, GI06-191656R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 60.0, 15.0, 15.0, , 10.0, 2510.0, , 
2610, GI06-191657R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 59.7, 15.34, , 14.97, 9.99, 2570.0, , 
2611, GI03-191740R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 65.15, 6.57, 8.18, 20.1, , 2640.0, , 
2612, GI03-191741R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 65.3, 7.39, 12.84, 14.47, , 2610.0, , 
2613, GI03-191742R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 64.53, 7.65, 17.68, 10.14, , 2590.0, , 
2614, GI06-191781, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 10.23, 29.65, , 60.12, , 2930.0, , 
2615, GI06-191782, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 19.63, 40.71, , 39.66, , 2850.0, , 
2616, GI06-191783, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 20.3, 30.1, , 49.6, , 2890.0, , 
2617, GI06-191786R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 29.11, 30.42, , 40.47, , 2840.0, , 
2618, GI03-191787, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 30.45, 19.7, , 49.85, , 2900.0, , 
2619, GI06-191788R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 40.32, 29.65, , 30.03, , 2760.0, , 
2620, GI06-191789R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 40.7, 19.84, , 39.46, , 2820.0, , 
2621, GI03-191790R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 39.92, 9.9, , 50.18, , 2910.0, , 
2622, GI06-191792R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 50.39, 20.1, , 29.51, , 2730.0, , 
2623, GI03-191793R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 51.65, 9.92, , 38.43, , 2810.0, , 
2624, GI03-191913, NGF's Additional New Data (J), 2001, v. 004  p. 0011, 59.89, , 0.12, 21.43, 18.56, 2666.0, , 
2625, GJ03-192163, Physics and Chemistry of  Glasses, 2000, v. 041  p. 0059, 55.0, , , 45.0, , 2830.0, , 
2626, GJ03-192164, Physics and Chemistry of  Glasses, 2000, v. 041  p. 0059, 52.0, , , 48.0, , 2870.0, , 
2627, GJ03-192165, Physics and Chemistry of  Glasses, 2000, v. 041  p. 0059, 48.0, , , 52.0, , 2910.0, , 
2628, GJ03-192166, Physics and Chemistry of  Glasses, 2000, v. 041  p. 0059, 45.0, , , 55.0, , 2930.0, , 
2629, GJ02-194699, J. Non-Crystalline Solids, 2000, v. 265  p. 0189, 76.74, , , , 23.26, 60.0, , 
2630, GI02-198763, Symp. Glasses & Photonics Materials (J), 2006, v. 000  p. 0046, 55.8, 11.2, , , 33.0, 2510.0, , 
2631, GI02-198764, Symp. Glasses & Photonics Materials (J), 2006, v. 000  p. 0046, 50.2, 16.8, , , 33.0, 2520.0, , 
2632, GI02-198765, Symp. Glasses & Photonics Materials (J), 2006, v. 000  p. 0046, 44.7, 22.3, , , 33.0, 2530.0, , 
2633, GJ02-198871, Bull. Gov. Ind. Res. Osaka, 1995, v. 000  p. 0231, 70.0, 10.0, , , 20.0, 2420.0, , 
2634, GJ02-198872, Bull. Gov. Ind. Res. Osaka, 1995, v. 000  p. 0231, 65.0, 10.0, , 10.0, 15.0, 2500.0, , 
2635, GJ03-203731, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 7.89, 27.11, 6.89, 58.11, , 2928.0, , 
2636, GJ30-203981, J. Non-Crystalline Solids, 2000, v. 276  p. 0008, 7.92, 27.68, 6.92, 57.48, , 2930.0, , 
2637, GJ02-204083, J. Non-Crystalline Solids, 2000, v. 277  p. 0155, 70.0, 10.0, , , 20.0, 2410.0, , 
2638, GP02-206804, European Patent    Saint-Gobain (FR), 2000, A0979217, 64.12, 0.26, 0.1, 14.25, 21.27, 2660.0, , 
2639, GJ03-207848, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 53.3, 12.5, , 34.2, , 2769.0, , 
2640, GJ03-207857, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 61.6, 19.2, , 19.2, , 2598.0, , 
2641, GJ03-207858, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 60.0, 20.0, , 20.0, , 2613.0, , 
2642, GJ03-207859, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 58.4, 20.8, , 20.8, , 2627.0, , 
2643, GJ03-207860, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 66.7, 11.1, , 22.2, , 2592.0, , 
2644, GJ03-207861, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 63.7, 13.6, , 22.7, , 2613.0, , 
2645, GJ03-207862, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 54.6, 22.7, , 22.7, , 2661.0, , 
2646, GJ03-207863, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 60.5, 16.3, , 23.2, , 2634.0, , 
2647, GJ03-207864, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 57.1, 19.1, , 23.8, , 2657.0, , 
2648, GJ03-207865, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 53.6, 22.0, , 24.4, , 2680.0, , 
2649, GJ03-207866, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 50.0, 25.0, , 25.0, , 2703.0, , 
2650, GJ03-207867, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 49.4, 23.4, , 27.2, , 2725.0, , 
2651, GJ03-207868, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 48.8, 21.9, , 29.3, , 2746.0, , 
2652, GJ03-207869, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 65.0, 2.9, , 32.1, , 2684.0, , 
2653, GJ03-207870, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 61.2, 6.0, , 32.8, , 2712.0, , 
2654, GJ03-207871, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0042, 47.6, 19.1, , 33.3, , 2789.0, , 
2655, GJ02-208024, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0231, 67.0, , , , 33.0, 2490.0, , 
2656, GJ02-208028, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0231, 85.0, , , , 15.0, 2340.0, , 
2657, GJ02-208117, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0279, 70.0, 5.0, , , 25.0, 2450.0, , 
2658, GJ02-208118, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0279, 65.0, 5.0, , 5.0, 25.0, 2500.0, , 
2659, GJ02-208119, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0279, 60.0, 5.0, , 10.0, 25.0, 2550.0, , 
2660, GJ02-208120, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0279, 55.0, 5.0, , 15.0, 25.0, 2600.0, , 
2661, GJ02-208121, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0279, 50.0, 5.0, , 20.0, 25.0, 2660.0, , 
2662, GJ02-208122, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0279, 45.0, 5.0, , 25.0, 25.0, 2710.0, , 
2663, GJ06-208123, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 94.8, 5.2, , , , 2250.0, , 
2664, GJ06-208124, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 90.2, 9.8, , , , 2280.0, , 
2665, GJ06-208125, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 83.5, 16.5, , , , 2310.0, , 
2666, GJ06-208126, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 78.5, 21.5, , , , 2360.0, , 
2667, GJ06-208127, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 74.1, 25.9, , , , 2460.0, , 
2668, GJ02-208128, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 75.8, , , , 24.2, 2430.0, , 
2669, GJ02-208129, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 73.4, 4.3, , , 22.3, 2440.0, , 
2670, GJ02-208130, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 69.9, 8.5, , , 21.6, 2440.0, , 
2671, GJ02-208131, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 65.3, 12.5, , , 22.2, 2460.0, , 
2672, GJ02-208132, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 60.8, 18.3, , , 20.9, 2450.0, , 
2673, GJ06-208133, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0287, 61.9, 19.4, , , 18.7, 2450.0, , 
2674, GJ02-208170, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0339, 70.0, , , , 30.0, 2464.0, , 
2675, GJ02-208349, J. Materials Science, 2001, v. 035  p. 2427, 73.0, , , 13.0, 14.0, 2500.0, , 
2676, GJ03-209373, J. Non-Crystalline Solids, 2001, v. 284  p. 0210, 7.9, 27.1, 6.9, 58.1, , 2928.0, , 
2677, GJ02-209421, J. Non-Crystalline Solids, 2001, v. 286  p. 0118, 60.0, 20.0, , , 20.0, 2520.0, , 
2678, GJ02-210134, J. Non-Crystalline Solids, 2001, v. 293  p. 0232, 89.99, , , , 10.01, 2268.0, , 
2679, GJ02-210135, J. Non-Crystalline Solids, 2001, v. 293  p. 0232, 85.15, , , , 14.85, 2332.0, , 
2680, GJ02-210136, J. Non-Crystalline Solids, 2001, v. 293  p. 0232, 80.36, , , , 19.64, 2372.0, , 
2681, GJ02-210137, J. Non-Crystalline Solids, 2001, v. 293  p. 0232, 82.94, , , , 17.06, 2358.0, , 
2682, GJ02-210142, J. Non-Crystalline Solids, 2001, v. 293  p. 0283, 75.0, , , , 25.0, 2420.0, , 
2683, GJ02-210143, J. Non-Crystalline Solids, 2001, v. 293  p. 0283, 75.0, , , 5.0, 20.0, 2460.0, , 
2684, GJ02-210144, J. Non-Crystalline Solids, 2001, v. 293  p. 0283, 75.0, , , 10.0, 15.0, 2481.0, , 
2685, GJ02-210145, J. Non-Crystalline Solids, 2001, v. 293  p. 0283, 75.0, , , 15.0, 10.0, 2503.0, , 
2686, GJ02-210329, J. Non-Crystalline Solids, 2001, v. 293  p. 0642, 76.32, , , 11.48, 12.2, 2470.0, , 
2687, GJ02-210330, J. Non-Crystalline Solids, 2001, v. 293  p. 0642, 76.0, , , 11.0, 13.0, 2420.0, , 
2688, GP03-212003, Japanese Patent    Central Glass (J), 2001, A180967, 65.0, 5.0, 9.97, 10.06, 9.97, 2534.0, , 
2689, GP03-212451, Japanese Patent    AGC (J), 2001, A261365, 7.0, 28.3, 7.1, 57.6, , 2930.0, , 
2690, GP03-214020, US Patent    AGC (J), 2001, A6313052, 70.39, 5.94, 5.16, 11.79, 6.72, 2490.0, , 
2691, GJ02-216687, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 70.0, , , , 30.0, 2470.0, , 
2692, GJ06-216688, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 56.0, 24.0, , , 20.0, 2460.0, , 
2693, GJ02-216689, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 60.0, 10.0, , , 30.0, 2470.0, , 
2694, GJ02-216690, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 50.0, 20.0, , , 30.0, 2510.0, , 
2695, GJ03-216691, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 60.0, 10.0, 30.0, , , 2610.0, , 
2696, GJ03-216692, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 50.0, 20.0, 30.0, , , 2700.0, , 
2697, GJ03-216693, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 60.0, 10.0, , 30.0, , 2700.0, , 
2698, GJ03-216694, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 50.0, 20.0, , 30.0, , 2730.0, , 
2699, GJ03-216695, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 60.0, , , 40.0, , 2770.0, , 
2700, GJ03-216696, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 50.0, 10.0, , 40.0, , 2840.0, , 
2701, GJ03-216697, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 40.0, 20.0, , 40.0, , 2830.0, , 
2702, GJ03-216698, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 30.0, 30.0, , 40.0, , 2840.0, , 
2703, GJ03-216699, J. Jpn. Inst. Metals & Materials (J), 2000, v. 064  p. 0177, 10.0, 30.0, , 60.0, , 2930.0, , 
2704, GJ02-216735, J. Jpn. Inst. Metals & Materials (J), 2001, v. 065  p. 0680, 80.0, , , , 20.0, 2400.0, , 
2705, GJ02-216737, J. Jpn. Inst. Metals & Materials (J), 2001, v. 065  p. 0680, 70.0, , , , 30.0, 2500.0, , 
2706, GJ02-216740, J. Jpn. Inst. Metals & Materials (J), 2001, v. 065  p. 0680, 60.0, , , , 40.0, 2500.0, , 
2707, GJ03-216741, J. Jpn. Inst. Metals & Materials (J), 2001, v. 065  p. 0680, 60.0, , , 40.0, , 2800.0, , 
2708, GJ02-216745, J. Jpn. Inst. Metals & Materials (J), 2001, v. 065  p. 0680, 60.0, 10.0, , , 30.0, 2500.0, , 
2709, GJ03-216746, J. Jpn. Inst. Metals & Materials (J), 2001, v. 065  p. 0680, 60.0, 10.0, 30.0, , , 2600.0, , 
2710, GJ03-216747, J. Jpn. Inst. Metals & Materials (J), 2001, v. 065  p. 0680, 60.0, 10.0, , 30.0, , 2700.0, , 
2711, GJ03-216750, J. Jpn. Inst. Metals & Materials (J), 2001, v. 065  p. 0680, 50.0, 20.0, 30.0, , , 2700.0, , 
2712, GJ02-216768, J. Jpn. Inst. Metals & Materials (J), 2001, v. 065  p. 0680, 60.0, , , 20.0, 20.0, 2700.0, , 
2713, GI02-217096, Proc. ICG, 1997, v. 001  p. 0731, 60.0, , , , 40.0, 2525.0, , 
2714, GI02-217097, Proc. ICG, 1997, v. 001  p. 0731, 64.0, , , , 36.0, 2500.0, , 
2715, GI02-217098, Proc. ICG, 1997, v. 001  p. 0731, 68.0, , , , 32.0, 2470.0, , 
2716, GI02-217099, Proc. ICG, 1997, v. 001  p. 0731, 72.0, , , , 28.0, 2425.0, , 
2717, GI02-217100, Proc. ICG, 1997, v. 001  p. 0731, 75.0, , , , 25.0, 2410.0, , 
2718, GI02-217101, Proc. ICG, 1997, v. 001  p. 0731, 80.0, , , , 20.0, 2370.0, , 
2719, GI02-217102, Proc. ICG, 1997, v. 001  p. 0731, 84.0, , , , 16.0, 2330.0, , 
2720, GI02-217103, Proc. ICG, 1997, v. 001  p. 0731, 86.0, , , , 14.0, 2320.0, , 
2721, GI02-217104, Proc. ICG, 1997, v. 001  p. 0731, 88.0, , , , 12.0, 2300.0, , 
2722, GI02-217105, Proc. ICG, 1997, v. 001  p. 0731, 89.0, , , , 11.0, 2290.0, , 
2723, GI02-217106, Proc. ICG, 1997, v. 001  p. 0731, 90.0, , , , 10.0, 2280.0, , 
2724, GI02-217107, Proc. ICG, 1997, v. 001  p. 0731, 91.0, , , , 9.0, 2275.0, , 
2725, GI02-217108, Proc. ICG, 1997, v. 001  p. 0731, 93.0, , , , 7.0, 2260.0, , 
2726, GI02-217109, Proc. ICG, 1997, v. 001  p. 0731, 95.0, , , , 5.0, 2250.0, , 
2727, GI06-217333, Proc. ICG, 1998, v. D04  p. 0011, 60.0, 16.0, , 8.0, 16.0, 2518.0, , 
2728, GI02-218070, Proc. ICG, 1998, v. D08  p. 0016, 66.67, , , , 33.33, 2490.0, , 
2729, GI02-218733, Proc. ICG, 1999, v. A04  p. 0004, 71.12, 1.01, 4.38, 10.74, 12.75, 2511.1, , 
2730, GI02-218743, Proc. ICG, 1999, v. A04  p. 0004, 71.34, 0.99, 4.41, 10.25, 13.01, 2514.1, , 
2731, GI03-218752, Proc. ICG, 1999, v. A04  p. 0004, 70.25, 0.94, 5.1, 10.71, 13.0, 2514.5, , 
2732, GI03-219353, Proc. ICG, 2002, v. C02  p. 0006, 72.2, 1.1, 5.5, 8.9, 12.3, 2500.0, , 
2733, GI02-219354, Proc. ICG, 2002, v. C02  p. 0006, 79.5, 2.0, 4.0, 1.0, 13.5, 2400.0, , 
2734, GI02-219405, Proc. ICG, 2002, v. P1D  p. 0008, 71.25, 1.12, 5.94, 8.44, 13.25, 2520.0, , 
2735, GJ02-219669, J. Non-Crystalline Solids, 2002, v. 298  p. 0202, 80.0, , , , 20.0, 2382.0, , 
2736, GJ03-219671, J. Non-Crystalline Solids, 2002, v. 298  p. 0202, 42.85, 14.3, , 42.85, , 2836.0, , 
2737, GJ03-219672, J. Non-Crystalline Solids, 2002, v. 298  p. 0202, 50.0, 25.0, , 25.0, , 2690.0, , 
2738, GJ03-219673, J. Non-Crystalline Solids, 2002, v. 298  p. 0202, 11.8, 44.1, , 44.1, , 2860.0, , 
2739, GJ03-219674, J. Non-Crystalline Solids, 2002, v. 298  p. 0202, 50.0, , 25.0, 25.0, , 2852.0, , 
2740, GJ02-219675, J. Non-Crystalline Solids, 2002, v. 298  p. 0202, 75.0, 12.5, , , 12.5, 2368.0, , 
2741, GJ03-219899, J. Non-Crystalline Solids, 2002, v. 304  p. 0293, 6.8, 27.1, 6.9, 59.2, , 2938.0, , 
2742, GJ03-219903, J. Non-Crystalline Solids, 2002, v. 304  p. 0293, 7.9, 27.1, 6.9, 58.1, , 2928.0, , 
2743, GJ02-219933, J. Non-Crystalline Solids, 2002, v. 306  p. 0042, 80.0, , , , 20.0, 2410.0, , 
2744, GJ02-219934, J. Non-Crystalline Solids, 2002, v. 306  p. 0042, 70.0, , , , 30.0, 2470.0, , 
2745, GJ02-219938, J. Non-Crystalline Solids, 2002, v. 306  p. 0042, 60.0, 10.0, , , 30.0, 2470.0, , 
2746, GJ02-220809, Glass Science and Technology, 2002, v. 075  p. 0094, 72.0, , 4.0, 10.0, 14.0, 2512.0, , 
2747, GJ02-220810, Glass Science and Technology, 2002, v. 075  p. 0094, 72.0, 1.5, 4.5, 7.0, 15.0, 2486.0, , 
2748, GJ02-221408, J. American Ceramic Soc., 2002, v. 085  p. 1210, 72.0, 1.0, 6.0, 9.0, 12.0, 2500.0, , 
2749, GJ02-221598, Physics and Chemistry of  Glasses, 2002, v. 043  p. 0041, 69.0, , , , 31.0, 2400.0, , 
2750, GJ03-221766, Physics and Chemistry of  Glasses, 2002, v. 043  p. 0161, 49.47, , 25.47, 25.06, , 2760.0, , 
2751, GJ03-221767, Physics and Chemistry of  Glasses, 2002, v. 043  p. 0161, 49.55, 5.05, 19.88, 25.52, , 2735.0, , 
2752, GJ03-221768, Physics and Chemistry of  Glasses, 2002, v. 043  p. 0161, 50.2, 6.26, 18.71, 24.83, , 2720.0, , 
2753, GJ03-221769, Physics and Chemistry of  Glasses, 2002, v. 043  p. 0161, 49.87, 7.49, 17.49, 25.15, , 2725.0, , 
2754, GJ03-221770, Physics and Chemistry of  Glasses, 2002, v. 043  p. 0161, 49.53, 8.76, 16.24, 25.47, , 2720.0, , 
2755, GJ03-221771, Physics and Chemistry of  Glasses, 2002, v. 043  p. 0161, 49.59, 10.04, 15.68, 24.69, , 2715.0, , 
2756, GJ03-221772, Physics and Chemistry of  Glasses, 2002, v. 043  p. 0161, 49.63, 11.05, 14.35, 24.97, , 2730.0, , 
2757, GJ03-221773, Physics and Chemistry of  Glasses, 2002, v. 043  p. 0161, 49.05, 12.05, 13.71, 25.19, , 2720.0, , 
2758, GJ03-221774, Physics and Chemistry of  Glasses, 2002, v. 043  p. 0161, 49.76, 13.44, 12.36, 24.44, , 2725.0, , 
