SiO2,Al2O3,MgO,CaO,Na2O,K2O,SO3,Young
 57.73, 25.02, , , 5.86, , , 76.95
 57.81, 24.82, , , 5.53, , , 76.53
 57.93, 24.61, , , 5.19, , , 76.12
 57.1, 24.69, , , 6.68, , , 76.26
 56.99, 25.32, , , 8.08, , , 76.19
 59.13, 22.17, , , 8.3, , , 73.5
 61.56, 20.07, , , 3.15, , , 72.67
 64.9, 20.07, 1.8, , 0.4, 0.07, , 86.5
 56.33, 25.05, , , 7.99, , , 75.84
 55.95, 24.98, , , 7.51, , , 75.57
 56.53, 24.93, , , 7.05, , , 75.7
 55.14, 24.63, , , 7.02, , , 75.15
 56.33, 24.3, , , 7.58, , , 76.67
 56.06, 24.12, , , 7.05, , , 75.77
 56.66, 23.74, , , 8.05, , , 76.12
 56.27, 23.47, , , 7.54, , , 75.84
 57.61, 25.67, , , 6.85, , , 78.6
 58.41, 25.95, , , 4.58, , , 79.91
 , 5.36, , 17.5, , , , 77.004
 , 8.2, , 9.07, , , , 72.864
 , 12.07, , 8.99, , , , 72.243
 , 5.19, , 17.27, 6.43, , , 69.966
 , 4.49, , 7.41, 5.51, , , 58.581
 , , 1.08, 7.85, 3.0, 4.23, , 47.265
 50.4, 34.15, 7.58, 2.59, 0.96, 0.22, , 95.01
 51.32, 34.78, 7.71, 1.66, 0.13, 0.22, , 96.01
 51.12, 35.38, 6.45, 1.53, 0.42, 0.22, , 94.94
 55.11, 32.76, 6.38, 0.86, 0.39, 0.2, , 92.89
 58.08, 29.64, 7.14, 1.57, 0.4, 0.18, , 92.71
 59.19, 29.71, 6.65, 1.47, 0.4, 0.19, , 92.95
 55.16, 32.54, 6.55, 1.5, 0.41, 0.21, , 94.52
 53.92, 34.92, 3.58, 2.73, 0.18, 0.25, , 89.5
 51.85, 26.3, 1.89, 3.12, 0.75, 0.23, , 87.45
 59.74, 16.0, 8.58, 9.63, 0.19, 0.09, 0.02, 92.1
 59.74, 16.0, 8.58, 9.63, 0.19, 0.09, 0.02, 92.1
 59.73, 17.46, 7.13, 7.46, 0.19, 0.09, 0.02, 91.5
 60.37, 14.48, 8.03, 5.46, 0.18, 0.08, 0.01, 89.5
 59.73, 17.35, 11.25, 4.99, 1.12, 0.09, 0.02, 90.5
 59.52, 17.24, 10.85, 6.35, 0.17, 0.1, , 94.1
 59.0, 17.25, 10.65, 6.18, 0.02, 0.09, , 92.8
 60.03, 17.4, 10.83, 5.93, 0.04, 0.1, , 93.8
 59.9, 16.54, 11.55, 5.38, 0.05, 0.1, , 93.8
 57.72, 16.67, 9.94, 4.63, 0.06, 0.11, , 95.3
 60.14, 18.32, 10.19, 5.43, 0.04, 0.11, , 92.8
 59.99, 17.86, 9.92, 4.49, 0.04, 0.1, , 91.8
 58.91, 16.95, 10.49, 4.35, 0.04, 0.1, , 92.4
 58.66, 14.45, 7.62, 10.95, , , , 92.4
 63.08, 16.16, 10.63, 4.4, 0.04, 0.09, , 91.4
 64.49, 14.61, 9.67, 3.0, 0.03, 0.08, , 87.7
 60.85, 17.62, 9.18, 5.64, 0.05, 0.1, , 92.0
 60.83, 15.23, 8.86, 7.9, 0.04, 0.09, , 91.8
 55.94, 22.38, 0.02, 0.06, 12.5, 0.69, , 63.894
 57.47, 21.69, 0.01, 0.05, 12.61, 0.7, , 64.5633
 56.53, 24.51, 0.01, 0.11, 13.12, 1.41, , 68.1099
 50.82, 26.23, 0.01, 0.07, 15.79, 0.69, , 65.688
 57.39, 22.61, 0.01, 0.05, 12.76, 0.73, , 65.1222
 60.56, 20.27, 0.01, 0.04, 12.5, 0.37, , 65.2257
 60.55, 20.25, 0.01, 0.04, 12.52, 0.37, , 65.5638
 60.6, 20.27, 0.01, 0.04, 12.5, 0.37, , 65.0049
 49.55, 28.21, 0.03, 0.05, 16.11, 0.35, , 66.2607
 56.93, 23.11, 0.01, 0.11, 12.09, 1.42, , 66.0468
 59.34, 20.79, 0.46, 0.03, 13.01, 0.14, , 65.9502
 59.36, 20.79, 0.47, 0.03, 13.09, 0.14, , 66.5919
 60.98, 19.68, 0.33, 0.02, 12.82, , , 65.8743
 49.04, 27.11, 0.03, 0.05, 16.98, 0.36, , 66.8955
 50.24, 27.6, 0.62, 0.04, 15.5, 0.36, , 69.0621
 59.43, 21.33, 0.97, 0.03, 12.52, 0.16, , 69.0345
 64.19, 19.04, 0.01, 0.06, 11.58, 0.73, , 67.5096
 59.03, 21.22, 0.006036, 0.03, 14.06, 0.16, , 68.0892
 61.08, 19.67, 0.006058, 0.06, 11.93, 0.72, , 65.8536
 60.48, 20.22, 1.23, 0.03, 12.2, 0.29, , 67.3716
 58.23, 21.51, 1.56, 0.05, 12.9, 0.72, , 68.2065
 56.55, 21.34, 0.01, 0.3, 10.93, 4.6, , 68.1444
 58.57, 21.11, 0.006013, 0.06, 12.8, 0.7, , 65.9364
 58.47, 21.23, 0.006025, 0.05, 13.4, 0.01, , 65.0808
 57.74, 22.48, 1.27, 0.03, 12.59, 0.28, , 68.0409
 61.89, 20.85, 1.71, 0.03, 11.56, 0.14, , 69.1449
 49.68, 27.65, 0.01, 0.06, 16.64, 0.67, , 66.8127
 51.56, 25.78, 0.005823, 0.02, 12.91, 3.92, , 66.8817
 65.27, 20.15, 1.83, , 0.39, , , 83.8
 61.14, 19.83, 2.36, 4.26, , , , 82.9
 60.53, 20.28, 1.67, 5.27, , , , 83.3
 61.31, 19.4, 2.18, 4.03, , , , 82.3
 61.59, 19.37, 2.41, 4.31, , , , 82.7
 61.07, 19.73, 2.39, 4.05, , , , 82.5
 61.16, 19.62, 2.25, 4.17, , , , 82.4
 61.5, 19.74, 2.25, 4.22, , , , 82.3
 61.1, 19.8, 2.33, 4.22, , , , 82.8
 61.58, 19.66, 2.23, 4.2, , , , 82.6
 61.68, 19.32, 2.41, 4.31, , , , 82.7
 60.48, 20.5, 1.63, 4.85, , , , 83.3
 61.23, 19.5, 2.1, 3.93, , , , 82.1
 61.54, 19.81, 1.79, 5.0, , , , 82.5
 61.18, 19.87, 3.1, 4.07, , , , 84.3
 61.15, 19.87, 3.24, 4.13, , , , 84.3
 61.26, 19.93, 2.92, 4.06, , , , 83.2
 61.22, 19.89, 2.38, 4.67, , , , 83.5
 60.43, 20.75, 2.92, 4.24, , , , 83.7
 60.92, 20.57, 2.88, 4.18, , , , 84.0
 61.31, 19.9, 2.87, 4.25, , , , 83.4
 61.91, 19.52, 3.04, 4.05, , , , 83.6
 61.17, 19.89, 2.47, 4.5, , , , 82.3
 60.97, 19.56, 2.39, 3.94, , , , 82.6
 61.56, 19.49, 2.28, 4.58, , , , 82.3
 61.13, 19.58, 2.11, 3.95, , , , 81.7
 61.2, 19.89, 2.44, 4.23, , , , 82.7
 61.26, 19.52, 2.06, 3.94, , , , 82.2
 61.88, 19.31, 2.13, 4.24, , , , 82.9
 62.82, 19.68, 2.43, 5.44, , , , 82.3
 63.02, 17.48, 2.87, 4.32, , , , 82.6
 63.03, 17.55, 2.79, 4.54, , , , 83.0
 62.92, 18.49, 2.2, 4.72, , , , 81.1
 61.47, 18.42, 2.54, 4.3, , , , 81.1
 60.64, 19.37, 1.97, 3.68, , , , 81.1
 62.22, 18.76, 2.49, 4.18, , , , 82.4
 63.45, 19.0, 2.11, 4.34, , , , 83.1
 62.88, 17.21, 2.55, 4.52, , , , 81.8
 64.24, 18.14, 2.36, 4.0, , , , 82.3
 63.0, 17.96, 2.62, 4.3, , , , 82.6
 62.84, 18.46, 2.07, 4.38, , , , 80.8
 62.49, 18.43, 2.55, 4.24, , , , 82.6
 64.05, 18.51, 2.67, 3.9, , , , 82.8
 62.99, 18.79, 2.35, 4.42, , , , 82.2
 62.6, 18.54, 2.17, 4.19, , , , 81.3
 60.93, 19.32, 2.05, 3.9, , , , 81.3
 64.52, 18.59, 2.11, 4.39, , , , 82.6
 62.9, 18.68, 2.93, 4.83, , , , 83.2
 62.87, 17.36, 3.15, 4.42, , , , 83.3
 61.48, 20.36, 2.86, 5.14, , , , 83.6
 62.82, 19.6, 2.9, 4.69, , , , 84.7
 63.73, 19.11, 2.69, 4.76, , , , 83.2
 63.2, 18.25, 3.55, 4.13, , , , 83.7
 65.74, 16.64, 4.53, 2.71, , , , 84.5
 65.43, 16.91, 4.12, 3.13, , , , 84.1
 63.75, 18.36, 3.52, 3.3, , , , 84.0
 62.66, 18.81, 2.78, 4.52, , , , 83.4
 62.51, 19.68, 3.04, 3.09, , , , 83.6
 65.31, 16.99, 4.08, 3.2, , , , 84.5
 63.72, 18.42, 3.0, 4.25, , , , 84.1
 63.37, 18.67, 2.86, 4.31, , , , 83.4
 61.62, 18.63, 2.91, 4.17, , , , 82.5
 57.95, 21.45, 1.54, , 12.93, , , 67.6683
 54.52, 21.73, 1.52, , 13.04, , , 66.6402
 53.67, 21.78, 1.55, , 13.03, , , 66.7575
 50.34, 24.09, 1.47, 0.03, 14.82, 0.04, , 68.9862
 53.69, 22.29, 1.47, 0.03, 13.3, 0.04, , 67.9788
 50.31, 22.97, 1.43, 0.03, 14.07, 0.07, , 66.585
 54.64, 21.73, 1.78, 0.04, 12.36, 0.04, , 64.5288
 56.68, 21.9, 1.24, 0.03, 12.26, 0.03, , 66.9162
 49.78, 21.66, 2.29, 0.05, 13.7, , , 67.0335
 45.15, 20.89, 0.2, 2.78, 12.31, 0.46, , 71.1597
 60.04, 16.87, 0.46, 0.27, 7.26, 2.52, , 71.8
 59.63, 16.1, 0.91, 0.56, 8.6, 3.44, , 74.1
 59.26, 15.32, 1.37, 0.83, 9.93, 4.36, , 76.1
 67.65, 20.73, 1.91, , 2.39, , , 81.4
 64.91, 16.19, 5.12, , 13.78, , , 72.0
 65.97, 10.94, 10.98, , 9.21, , , 82.0
 65.55, 16.36, 5.82, 6.3, 5.97, , , 83.0
 57.61, 22.07, 4.99, , 15.33, , , 75.0
 59.5, 22.08, 4.99, , 13.43, , , 75.0
 56.09, 22.21, 6.27, , 15.43, , , 75.0
 57.99, 22.22, 6.28, , 13.51, , , 75.0
 61.78, 20.65, 5.02, , 12.55, , , 75.0
 59.68, 18.98, 5.0, , 14.43, , , 78.0
 59.47, 18.92, 4.36, , 15.34, , , 76.0
 63.07, 17.57, 3.79, , 12.62, 2.95, , 71.0
 60.73, 19.81, 5.01, , 13.49, , , 76.0
 60.37, 19.19, 5.02, , 14.08, , , 76.0
 63.39, 15.9, 2.0, 5.4, , , , 81.0
 63.39, 15.9, 1.0, 7.4, , , , 81.0
 63.4, 15.9, 2.0, 4.4, , , , 81.0
 63.4, 15.89, 1.0, 4.4, , , , 79.0
 63.39, 15.9, 2.0, 3.4, , , , 80.0
 63.38, 15.89, , 8.4, , , , 80.0
 63.41, 15.91, , 6.4, , , , 79.0
 63.39, 15.89, 2.0, 3.4, , , , 80.0
 63.41, 15.89, 2.0, 7.4, , , , 80.0
 63.39, 15.9, 1.0, 6.4, , , , 79.0
 62.91, 16.4, 1.0, 6.4, , , , 80.0
 62.9, 16.9, 1.0, 6.4, , , , 80.0
 62.9, 16.9, 1.5, 5.9, , , , 80.0
 61.89, 17.4, 1.5, 5.9, , , , 81.0
 72.33, 6.89, , 0.7, 5.89, 2.0, , 81.0
 79.42, 2.31, , , 4.32, 0.1, , 83.0
 59.68, 15.3, , 5.5, , , , 70.0
 64.18, 15.9, , 7.8, , , , 70.0
 59.67, 16.49, 0.3, 8.0, , , , 73.0
 58.98, 19.3, 2.5, 6.3, , , , 78.0
 62.59, 19.0, 0.8, 7.2, , , , 78.0
 64.08, 16.9, 1.8, 5.9, , , , 81.0
 63.39, 15.9, 2.0, 5.4, , , , 81.0
 63.39, 15.9, 1.0, 7.4, , , , 81.0
 63.4, 15.9, 2.0, 4.4, , , , 81.0
 63.4, 15.89, 1.0, 4.4, , , , 79.0
 63.39, 15.9, 2.0, 3.4, , , , 80.0
 63.38, 15.89, , 8.4, , , , 80.0
 63.41, 15.91, , 6.4, , , , 79.0
 63.39, 15.89, 2.0, 3.4, , , , 80.0
 63.41, 15.89, 2.0, 7.4, , , , 80.0
 63.39, 15.9, 1.0, 6.4, , , , 79.0
 62.91, 16.4, 1.0, 6.4, , , , 80.0
 62.9, 16.9, 1.0, 6.4, , , , 80.0
 62.9, 16.9, 1.5, 5.9, , , , 80.0
 61.89, 17.4, 1.5, 5.9, , , , 81.0
 , 0.82, , , , , , 37.0
 69.47, 16.84, 2.66, , 3.07, , , 87.3
 69.98, 16.96, 4.02, , 1.03, , , 86.5
 69.73, 16.9, 5.35, , 1.03, , , 87.3
 70.92, 13.76, 8.16, , 1.05, , , 88.3
 68.47, 18.26, 2.63, , 1.01, , , 83.7
 68.73, 18.33, 3.29, , , , , 83.9
 68.38, 16.58, 2.62, , 4.03, 1.53, , 83.5
 67.32, 16.32, 2.58, , 4.96, 3.02, , 81.7
 68.87, 16.69, 3.96, , 2.03, 1.54, , 85.0
 67.79, 16.43, 3.9, , 3.0, 3.04, , 83.2
 67.3, 17.95, 3.23, , 1.98, 1.51, , 82.4
 66.29, 17.67, 3.18, , 2.93, 2.97, , 80.6
 67.95, 19.76, 3.91, , 3.0, 1.52, , 83.8
 66.9, 19.46, 3.85, , 3.94, 3.0, , 81.9
 66.31, 19.29, 2.54, , 2.93, 1.49, , 81.7
 65.35, 19.01, 2.51, , 2.89, 1.46, , 82.6
 68.63, 16.63, 3.29, , 3.03, 1.54, , 84.2
 68.09, 15.08, 3.97, , 4.58, 1.55, , 84.0
 69.48, 12.64, 4.66, 0.19, 5.43, 1.56, , 82.6
 59.94, 18.12, 5.02, , 14.98, 1.4, , 75.0
 59.24, 17.47, 5.36, , 15.91, 1.48, , 78.0
 60.99, 16.87, 5.27, , 15.63, 0.89, , 73.0
 60.82, 16.82, 5.25, , 15.57, 1.19, , 74.0
 65.6, 8.0, 3.2, , 13.1, , , 73.0
 65.9, 7.7, 3.2, , 13.1, , , 73.0
 65.9, 8.0, 3.2, , 13.1, , , 73.0
 65.9, 8.0, 2.9, , 13.1, , , 73.0
 65.82, 6.0, 3.2, , 12.8, , , 73.0
 67.82, 6.0, 3.2, , 12.8, , , 73.0
 69.82, 6.0, 3.2, , 12.8, , , 73.0
 63.82, 8.0, 3.2, , 12.8, , , 72.0
 65.82, 8.0, 3.2, , 12.8, , , 72.0
 67.82, 8.0, 3.2, , 12.8, , , 72.0
 63.82, 10.0, 3.2, , 12.8, , , 71.0
 66.5, 8.0, 3.2, , 13.1, , , 73.0
 65.9, 8.6, 3.2, , 13.1, , , 72.0
 64.7, 8.0, 3.2, , 13.1, , , 72.0
 65.6, 7.1, 3.2, , 13.1, , , 73.0
 65.6, 8.0, 3.2, , 13.1, , , 73.0
 65.9, 7.7, 3.2, , 13.1, , , 73.0
 65.9, 8.0, 2.9, , 13.1, , , 73.0
 65.57, 8.0, 3.2, 0.04, 13.09, , , 72.0
 65.46, 8.0, 3.2, 0.15, 13.09, , , 72.0
 58.77, 25.59, 2.86, , 12.19, , , 75.0
 55.93, 19.73, 2.9, , 12.36, , , 67.0
 54.85, 25.44, 2.84, , 12.12, , , 72.0
 61.9, 19.7, 1.5, , 13.2, , , 69.0
 57.05, 13.79, 2.96, , 12.61, , , 68.0
 51.97, 19.62, 2.88, , 12.29, , , 65.0
 50.97, 25.3, 2.83, , 12.05, , , 68.0
 50.01, 30.77, 2.77, , 11.83, , , 75.0
 66.14, 14.0, 3.0, , 13.4, 0.6, , 70.0
 62.29, 19.0, 1.52, 0.49, 12.3, , , 69.0
 62.78, 19.0, 1.52, , 12.3, , , 68.0
 64.45, 16.3, 5.1, , 13.8, 0.15, , 72.0
 60.78, 16.3, 3.58, 0.52, 14.1, 3.64, , 71.0
 64.67, 16.5, 3.5, 0.06, 14.9, , , 69.0
 61.86, 19.7, 1.5, 0.03, 13.2, 0.01, , 65.0
 61.57, 18.0, 3.0, 0.08, 14.5, 2.0, , 70.0
 62.23, 12.99, 6.29, 0.22, 11.29, 5.89, , 73.0
 47.37, 23.08, 1.51, , 14.75, , , 62.0
 62.56, 17.32, 5.61, , , , , 84.7
 63.2, 17.3, 5.0, , , , , 84.0
 63.86, 15.92, 5.61, , , , , 83.8
 62.0, 18.7, 4.9, , , , , 85.0
 63.16, 15.92, 6.21, , , , , 84.8
 61.3, 18.7, 5.5, , , , , 85.6
 61.8, 17.4, 6.2, , , , , 85.5
 61.87, 21.02, 4.5, , , , , 85.0
 60.97, 21.02, 4.4, , , , , 84.0
 62.28, 21.2, 4.5, 0.8, 0.02, , , 85.5
 61.45, 20.91, 4.4, , 0.03, , , 84.7
 62.77, 21.32, 4.5, 1.7, , , , 85.9
 61.87, 21.02, 4.4, 0.8, , , , 85.2
 60.86, 20.69, 4.4, , 0.03, 0.02, , 84.4
 61.3, 21.1, 4.5, 0.8, , , , 84.5
 60.51, 20.84, 4.41, , 0.02, , , 83.8
 61.68, 21.3, 4.5, 1.7, 0.02, , , 84.9
 60.88, 21.0, 4.4, 0.8, 0.02, , , 84.1
 61.5, 18.0, 3.0, , 14.5, 2.0, , 71.0
 66.0, 14.0, 3.0, , 13.4, 0.6, , 68.0
 62.68, 18.99, 1.0, 8.0, , , 1.999E-4, 78.0
 62.67, 18.99, 2.0, 7.0, , , 9.995E-5, 79.0
 63.67, 17.99, 1.0, 8.0, , , 2.0E-4, 79.0
 63.69, 17.99, 2.0, 7.0, , , 2.0E-4, 77.0
 62.67, 19.0, , 8.0, , , 1.0E-4, 76.0
 63.68, 18.0, , 10.0, , , 2.999E-4, 76.0
 62.68, 19.0, 1.0, 8.0, , , 2.0E-4, 78.0
 63.28, 18.99, 1.0, 8.0, , , 9.997E-5, 78.0
 62.57, 18.99, , 9.0, , , 9.993E-5, 76.0
 63.16, 17.99, 1.0, 8.0, , , 1.999E-4, 77.0
 62.38, 19.49, , 8.0, , , 1.998E-4, 76.0
 62.28, 19.49, 1.0, 8.0, , , 3.999E-4, 78.0
 62.57, 19.49, 2.0, 8.0, , , 2.999E-4, 79.0
 63.17, 19.0, 1.0, 7.5, , , 1.999E-4, 78.0
 62.2, 19.0, 1.5, 7.1, , , , 78.0
 62.64, 18.98, 1.1, 6.99, , , , 77.0
 62.7, 19.0, 1.0, 7.0, , , , 76.0
 63.16, 19.06, 1.0, 6.99, , , , 77.0
 63.53, 19.18, 1.0, 6.99, , , , 78.0
 63.2, 18.5, , 8.0, , , , 76.0
 63.2, 18.0, 0.5, 8.0, , , , 76.0
 60.56, 15.52, 9.11, 11.41, 0.21, 0.62, , 89.3
 61.06, 16.02, 8.96, 11.41, 0.24, 0.54, , 90.0
 60.26, 15.57, 9.01, 11.01, 0.24, 0.54, , 89.5
 59.56, 15.82, 8.41, 11.51, 0.22, 0.56, , 88.7
 61.56, 15.32, 9.21, 11.71, 0.23, 0.55, , 88.9
 60.56, 15.72, 9.01, 11.61, 0.2, 0.6, , 89.1
 59.86, 15.52, 9.11, 10.61, 0.4, 0.4, , 89.0
 61.36, 15.42, 8.71, 11.31, 0.21, 0.36, , 89.4
 60.66, 15.42, 9.51, 11.01, 0.25, 0.47, , 88.7
 59.46, 17.02, 9.06, 11.21, 0.4, 0.43, , 89.3
 60.46, 15.62, 8.96, 11.51, 0.24, 0.53, , 89.1
 , , , , 5.98, 9.1, , 34.0
 74.0, 1.3, 0.2, 10.5, 13.5, 0.3, 0.2, 72.0
 79.57, 0.34, , , 20.09, , , 59.1
 81.21, 0.35, 5.48, , 12.96, , , 67.6
 79.3, 0.34, , 7.47, 12.89, , , 70.0
 75.11, 0.32, , , 11.75, , , 68.4
 70.56, 0.3, , , 11.65, , , 64.5
 72.14, 6.72, , , 21.14, , , 64.5
 74.03, 6.92, 5.61, , 13.44, , , 69.1
 72.53, 6.77, , 7.73, 12.97, , , 73.6
 67.98, 6.37, , , 12.85, , , 72.0
 64.42, 5.85, , , 11.66, , , 67.6
 57.39, 20.67, , , 21.94, , , 70.2
 59.24, 21.44, 5.71, , 13.61, , , 76.4
 57.95, 20.97, , 7.77, 13.31, , , 77.5
 55.18, 19.58, , , 12.17, , , 76.1
 52.35, 17.66, , , 11.74, , , 74.0
 41.92, 36.71, , , 21.37, , , 73.5
 42.6, 37.61, 6.38, , 13.41, , , 85.9
 41.92, 36.73, , 8.43, 12.92, , , 82.6
 38.9, 34.14, , , 11.93, , , 80.4
 36.16, 31.76, , , 11.8, , , 77.3
 , 11.69, , , 15.0, , , 77.9
 , 8.66, , , , , , 72.5
 56.31, 6.09, , 5.0, 12.2, , , 79.3
 55.51, 6.01, , 4.93, 12.03, , , 77.7
 54.75, 5.94, , 4.86, 11.86, , , 75.4
 53.28, 5.78, , 4.74, 11.55, , , 73.3
 49.34, 5.34, , 4.38, 10.68, , , 62.4
 45.92, 4.98, , 4.07, 9.95, , , 56.2
 , 10.05, , , , , , 52.1
 , 9.98, , , , , , 52.832
 , 9.91, , , , , , 52.962
 , 9.85, , , , , , 52.706
 , 9.72, , , , , , 52.328
 *, *, , *, *, , , 73.1
 65.32, 8.0, , 3.2, 15.7, , , 75.0
 64.99, 7.96, , 3.18, 16.12, , , 74.0
 65.32, 8.0, , 3.2, 17.2, , , 74.0
 65.32, 8.0, , 3.2, 18.2, , , 73.0
 61.33, 17.98, 3.0, , 14.49, 2.0, , 71.0
 58.47, 13.01, 2.0, 2.0, 14.51, 5.51, , 75.0
 65.32, 8.0, , 3.2, 22.2, , , 68.0
 65.32, 8.0, , , 17.2, , , 73.0
 65.32, 8.0, , , 17.2, , , 73.0
 65.32, 9.0, , 2.3, 4.0, 19.0, , 65.0
 65.32, 9.0, , 4.3, 6.0, 15.0, , 68.0
 65.32, 9.0, , 2.3, 6.0, 17.0, , 66.0
 65.32, 9.0, , 2.3, 8.0, 15.0, , 67.0
 63.32, 9.0, , 6.3, 4.0, 15.0, , 71.0
 63.32, 9.0, , 2.3, 4.0, 19.0, , 67.0
 63.32, 9.0, , 6.3, 6.0, 13.0, , 72.0
 63.32, 9.0, , 2.3, 6.0, 17.0, , 68.0
 61.32, 11.25, 1.91, 2.65, 19.53, 2.97, , 71.0
 65.32, 8.0, , 3.2, 17.95, , , 73.0
 65.32, 8.0, , 3.2, 19.45, , , 71.0
 65.62, 8.0, , 3.2, 17.7, , , 73.0
 65.62, 8.0, , 3.2, 19.1, , , 71.0
 59.3, 19.0, 10.0, 11.0, , , , 85.0
 58.8, 19.0, 10.0, 11.0, , , , 84.0
 58.3, 19.0, 10.0, 11.0, , , , 83.0
 58.8, 19.5, 9.0, 12.0, , , , 84.0
 58.8, 19.0, 9.0, 12.0, , , , 84.0
 58.8, 18.5, 9.0, 12.0, , , , 83.0
 58.8, 18.2, 10.0, 11.8, , , , 83.0
 58.3, 19.0, 12.0, 10.0, , , , 84.0
 58.3, 18.7, 11.8, 10.0, , , , 84.0
 58.3, 18.5, 11.5, 10.0, , , , 84.0
 70.65, 11.49, 3.89, , 13.97, , , 70.8
 71.11, 10.05, 6.62, , 12.22, , , 73.1
 67.37, 16.01, , , 12.98, , , 69.6
 59.01, 25.1, , , 10.14, , , 65.4
 70.65, 11.49, 3.89, , 13.97, , , 70.8
 71.11, 10.05, 6.62, , 12.22, , , 73.1
 60.53, 17.65, 5.71, , 14.63, 1.48, , 74.5
 58.8, 19.0, 4.38, , 16.36, 1.46, , 73.0
 65.32, 14.67, 5.15, , 14.86, , , 71.1
 64.91, 16.19, 5.12, , 13.78, , , 72.1
 59.51, 17.29, 3.09, 3.87, , , , 77.0
 61.68, 18.09, 2.93, 4.76, , , , 73.5
 74.63, 2.93, 10.22, , 6.49, 5.73, , 73.5
 81.05, 1.98, , , 4.01, , , 63.0
 63.45, 17.89, 1.55, 7.85, , , , 73.0
 62.17, 20.53, 5.0, 5.73, , , , 84.6
 71.48, 1.72, 4.21, 8.69, 12.95, 0.95, , 73.0
 60.93, 9.51, 5.01, 6.1, 4.82, 9.53, , 77.0
 61.59, 19.94, 5.6, 4.63, , , , 86.0
 60.85, 12.86, 6.67, 0.09, 12.22, 5.94, , 74.0
 64.91, 16.19, 5.12, , 13.78, , , 72.0
 65.23, 14.08, 4.54, 0.44, 13.77, 1.94, , 72.0
 61.21, 20.31, 1.41, , 12.91, 0.14, , 64.0
 49.78, 7.7, , 3.74, , , , 77.0
 66.9, 6.63, , 3.2, 11.2, , , 77.0
 63.25, 8.01, , 3.17, 11.3, , , 75.0
 56.08, 18.9, 1.8, 5.9, , , 2.0E-4, 79.0
 54.98, 19.99, 3.1, 4.3, , , 1.999E-4, 80.0
 56.07, 18.89, 1.8, 5.9, , , 9.996E-5, 78.0
 54.98, 22.0, 3.1, 4.3, , , 9.998E-5, 82.0
 52.98, 20.0, 3.1, 4.3, , , 2.999E-5, 80.0
 53.99, 22.99, 1.7, 3.5, , , 2.998E-5, 78.0
 53.99, 24.99, 1.7, 3.5, , , 2.997E-5, 81.0
 59.51, 16.78, 2.3, 3.6, , , 1.997E-4, 75.0
 59.13, 16.78, 0.6, 5.09, , , 9.99E-5, 73.0
 60.18, 19.0, 1.7, 5.6, , , 2.0E-4, 80.0
 55.18, 18.2, 0.8, 3.4, , , 2.999E-4, 75.0
 58.58, 19.1, 1.1, 3.1, , , 2.999E-4, 75.0
 60.47, 19.49, 1.0, 7.0, , , 1.999E-4, 79.0
 59.96, 19.79, 2.5, 4.6, 0.01, 0.003998, 2.998E-4, 82.0
 56.96, 19.99, 3.0, 4.5, 0.009994, 0.004798, 9.994E-5, 82.0
 56.87, 21.39, 3.2, 5.6, 0.01, 0.003399, 9.996E-5, 83.0
 56.54, 21.21, 3.1, 4.8, 0.02, 0.002501, 3.002E-4, 83.0
 59.76, 20.49, 2.5, 6.4, 0.02, 0.003398, 3.001E-4, 83.0
 60.27, 20.99, 3.0, 6.2, 0.01, 0.002999, 3.0E-4, 84.0
 58.54, 20.51, 2.3, 5.9, 0.02, 0.002401, 2.001E-4, 82.0
 57.66, 20.29, 2.0, 5.8, 0.01, 0.002998, 2.0E-4, 81.0
 60.04, 20.81, 2.7, 5.9, 0.02, 0.003002, 3.002E-4, 83.0
 71.97, 1.86, 4.69, 7.82, 12.99, 0.31, 0.19, 72.0
 56.23, 5.35, 9.44, , 8.89, , , 75.0
 49.65, 4.72, 4.17, , 7.85, , , 74.0
 43.57, 6.7, 1.77, , 7.01, , , 72.0
 55.43, 6.02, 6.54, , 8.23, , , 71.0
 56.23, 5.35, 9.44, , 8.89, , , 75.0
 49.65, 4.72, 4.17, , 7.85, , , 74.0
 58.65, 6.95, 1.83, 6.79, , , , 72.0
 64.6, 3.32, 1.78, 2.48, , , , 70.0
 63.7, 3.33, 2.86, 3.98, , , , 83.0
 41.07, 31.38, , , 10.5, 9.58, , 87.0
 65.87, 21.89, , , 1.04, , , 89.0
 59.35, 6.96, , 17.07, 2.98, 2.05, , 86.0
 61.1, 7.96, 12.68, 4.1, 4.94, , , 95.0
 49.87, 16.54, 12.5, 4.2, , , , 111.0
 60.81, 0.71, 4.1, 10.9, 3.4, 8.7, , 83.0
 58.62, 0.7, 6.2, 13.0, 3.2, 6.59, , 88.0
 62.26, 0.68, 4.01, 10.8, 2.0, 8.9, , 83.0
 63.19, 0.69, 4.04, 10.86, 2.59, 7.21, , 83.0
 58.12, 0.78, 4.03, 10.79, 3.15, 9.0, , 78.0
 63.26, 9.91, 11.1, , 9.25, , , 84.0
 62.77, 9.83, 11.01, , 10.0, , , 83.0
 63.77, 9.89, 11.2, , 9.0, , , 83.0
 62.93, 9.87, 11.07, , 9.31, , , 83.0
 75.2, 14.8, , , , , , 77.8
 59.9, 25.0, , 15.0, , , , 94.0
 64.9, 20.0, , 15.0, , , , 89.5
 69.9, 15.0, , 15.0, , , , 84.8
 69.9, 20.0, , , , , , 86.0
 69.9, 15.0, 7.5, 7.5, , , , 89.1
 69.9, 15.0, 7.5, , , , , 83.9
